ward_id,timestamp,rain_mm_idw
TP Cần Thơ | Hỏa Lựu,2025-11-16 15:00,7.522992233811677
TP Cần Thơ | Hỏa Lựu,2025-11-16 16:00,3.1327477566205695
TP Cần Thơ | Hỏa Lựu,2025-11-16 17:00,2.198010390609229
TP Cần Thơ | Hỏa Lựu,2025-11-16 18:00,11.931519252029585
TP Cần Thơ | Hỏa Lựu,2025-11-16 22:00,1.1425740509836593
TP Cần Thơ | Hỏa Lựu,2025-11-16 23:00,1.1457362110272582
TP Cần Thơ | Hỏa Lựu,2025-11-17 11:00,4.7704005033655905
TP Cần Thơ | Hỏa Lựu,2025-11-17 12:00,3.394856255840351
TP Cần Thơ | Hỏa Lựu,2025-11-17 13:00,1.8176693183523416
TP Cần Thơ | Hỏa Lựu,2025-11-17 14:00,1.846277013311536
TP Cần Thơ | Hỏa Lựu,2025-11-17 15:00,1.3577435631291426
TP Cần Thơ | Hỏa Lựu,2025-11-17 16:00,5.432982307117933
TP Cần Thơ | Hỏa Lựu,2025-11-17 17:00,1.0231196948787356
TP Cần Thơ | Hỏa Lựu,2025-11-18 13:00,1.0155170383698906
TP Cần Thơ | Hỏa Lựu,2025-11-18 14:00,2.13894421540688
TP Cần Thơ | Hỏa Lựu,2025-11-19 02:00,2.788621758563467
TP Cần Thơ | Hỏa Lựu,2025-11-19 03:00,3.0324877592981117
TP Cần Thơ | Hỏa Lựu,2025-11-19 04:00,1.9942534443228035
TP Cần Thơ | Hồ Đắc Kiện,2025-11-13 21:00,1.052288355726127
TP Cần Thơ | Hồ Đắc Kiện,2025-11-16 13:00,9.163074345233996
TP Cần Thơ | Hồ Đắc Kiện,2025-11-16 14:00,9.27674865315963
TP Cần Thơ | Hồ Đắc Kiện,2025-11-16 15:00,6.714303787900046
TP Cần Thơ | Hồ Đắc Kiện,2025-11-16 21:00,3.199556514106015
TP Cần Thơ | Hồ Đắc Kiện,2025-11-16 22:00,2.651179493199753
TP Cần Thơ | Hồ Đắc Kiện,2025-11-16 23:00,1.040153147651742
TP Cần Thơ | Hồ Đắc Kiện,2025-11-17 00:00,1.2843253413050908
TP Cần Thơ | Hồ Đắc Kiện,2025-11-17 10:00,9.93919793788388
TP Cần Thơ | Hồ Đắc Kiện,2025-11-17 11:00,7.94057705309125
TP Cần Thơ | Hồ Đắc Kiện,2025-11-17 12:00,17.47855140910061
