type,Mã trạm/LakeCode,Trạm/Hồ,Tên sông/Lưu vực,Tên tỉnh,Thời gian (UTC),Mực nước (m),Cảnh báo/Xu thế,alert_value,alert_diff_m,bd1_m,bd2_m,bd3_m,hist_flood_level_m,hist_flood_year,x,y,Dung tích (m3),design_volume_m3,volume_percent,Q đến (m3/s),Q xả (m3/s),normal_level_m,reinforced_level_m,alert_code
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-18 15:00,5.5,Dưới BĐ1,0.0,-2.5,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-18 16:00,6.46,Dưới BĐ1,0.0,-1.54,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-18 17:00,7.34,Dưới BĐ1,0.0,-0.66,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-18 18:00,8.14,Trên BĐ1,1.0,0.14,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-18 19:00,9.24,Trên BĐ1,1.0,1.24,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-18 20:00,10.17,Trên BĐ2,2.0,0.67,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-18 21:00,10.76,Trên BĐ2,2.0,1.26,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-18 22:00,11.02,Trên BĐ3,3.0,0.02,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-18 23:00,11.2,Trên BĐ3,3.0,0.2,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 01:00,11.09,Trên BĐ3,3.0,0.09,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 02:00,11.03,Trên BĐ3,3.0,0.03,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 03:00,10.71,Trên BĐ2,2.0,1.21,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 04:00,10.22,Trên BĐ2,2.0,0.72,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 05:00,9.46,Trên BĐ1,1.0,1.46,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 06:00,8.92,Trên BĐ1,1.0,0.92,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 07:00,8.52,Trên BĐ1,1.0,0.52,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 08:00,8.52,Trên BĐ1,1.0,0.52,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 09:00,9.02,Trên BĐ1,1.0,1.02,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 10:00,9.86,Trên BĐ2,2.0,0.36,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 11:00,10.32,Trên BĐ2,2.0,0.82,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 12:00,10.54,Trên BĐ2,2.0,1.04,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 13:00,10.71,Trên BĐ2,2.0,1.21,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 14:00,11.05,Trên BĐ3,3.0,0.05,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 15:00,11.64,Trên BĐ3,3.0,0.64,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 16:00,12.0,Trên BĐ3,3.0,1.0,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 17:00,12.18,Trên BĐ3,3.0,1.18,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 18:00,12.3,Trên BĐ3,3.0,1.3,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 19:00,12.4,Trên BĐ3,3.0,1.4,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 20:00,12.48,Trên BĐ3,3.0,1.48,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 21:00,12.54,Trên BĐ3,3.0,1.54,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 22:00,12.6,Trên BĐ3,3.0,1.6,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-19 23:00,12.62,Trên BĐ3,3.0,1.62,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 01:00,12.68,Trên BĐ3,3.0,1.68,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 02:00,12.78,Trên BĐ3,3.0,1.78,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 03:00,12.95,Trên BĐ3,3.0,1.95,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 04:00,13.1,Trên BĐ3,3.0,2.1,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 05:00,13.14,Trên BĐ3,3.0,2.14,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 06:00,13.14,Trên BĐ3,3.0,2.14,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 07:00,13.12,Trên BĐ3,3.0,2.12,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 08:00,13.0,Trên BĐ3,3.0,2.0,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 09:00,12.83,Trên BĐ3,3.0,1.83,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 10:00,12.52,Trên BĐ3,3.0,1.52,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 11:00,12.3,Trên BĐ3,3.0,1.3,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 12:00,12.12,Trên BĐ3,3.0,1.12,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 13:00,11.91,Trên BĐ3,3.0,0.91,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 14:00,11.65,Trên BĐ3,3.0,0.65,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 15:00,11.32,Trên BĐ3,3.0,0.32,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 16:00,10.8,Trên BĐ2,2.0,1.3,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 17:00,10.36,Trên BĐ2,2.0,0.86,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 18:00,9.96,Trên BĐ2,2.0,0.46,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 19:00,9.62,Trên BĐ2,2.0,0.12,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 20:00,9.39,Trên BĐ1,1.0,1.39,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 21:00,9.09,Trên BĐ1,1.0,1.09,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
River,71567,Đồng Trăng,Cái,Khánh Hòa,2025-11-20 22:00,8.82,Trên BĐ1,1.0,0.82,8.0,9.5,11.0,13.42,2009,109.00700378417969,12.281999588012695,,,,,,,,
